monomer,ontology,isolate,response,percent_uptake
fructose,Sugars,Sphingomonas sp. URHD0057,positive,0.999996977
fructose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999998252
fructose,Sugars,Streptomyces sp. URHA0041,positive,0.999420618
fructose,Sugars,Variovorax sp. URHB0020,positive,0.99999661
glucose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.996415532
glucose,Sugars,Bacillus sp. URHB0009,negative,0.997960097
glucose,Sugars,Blastococcus sp. URHD0036,undefined,0.991976791
glucose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.999194535
glucose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.999958635
glucose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.999991206
glucose,Sugars,Burkholderia sp. URHA0054,positive,0.999959201
glucose,Sugars,Caulobacter sp. URHA0033,positive,0.992064471
glucose,Sugars,Cellulomonas sp. URHD0024,undefined,0.999996893
glucose,Sugars,Cellulomonas sp. URHE0023,undefined,1
glucose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.999998233
glucose,Sugars,Dongia sp. URHE0060,positive,1
glucose,Sugars,Flavobacterium sp. URHB0058,undefined,0.999999878
glucose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.998253678
glucose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.999903996
glucose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.999875167
glucose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.999999595
glucose,Sugars,Lysobacter sp. URHA0019,undefined,0.999960635
glucose,Sugars,Marmoricola sp. URHB0036,undefined,0.999921321
glucose,Sugars,Mesorhizobium sp. URHA0056,positive,0.999999972
glucose,Sugars,Mesorhizobium sp. URHB0007,positive,0.999999957
glucose,Sugars,Mesorhizobium sp. URHC0008,positive,0.999988291
glucose,Sugars,Microbacterium sp. URHA0036,undefined,1
glucose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.999849324
glucose,Sugars,Mycobacterium sp. URHB0044,positive,0.984372549
glucose,Sugars,Mycobacterium sp. URHD0025,positive,0.975212715
glucose,Sugars,Nocardioides sp. URHA0020,undefined,0.999899485
glucose,Sugars,Nocardioides sp. URHA0032,undefined,0.99997832
glucose,Sugars,Paenibacillus sp. URHA0014,negative,0.999999961
glucose,Sugars,Pseudomonas sp. URHB0015,positive,0.994683794
glucose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.999997452
glucose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.999999978
glucose,Sugars,Solirubrobacter sp. URHD0082,negative,0.999999742
glucose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.999991337
glucose,Sugars,Sphingomonas sp. URHD0007,positive,0.999999925
glucose,Sugars,Sphingomonas sp. URHD0057,positive,0.999996977
glucose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999998252
glucose,Sugars,Streptomyces sp. URHA0041,positive,0.999420618
glucose,Sugars,Variovorax sp. URHB0020,positive,0.99999661
histidine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999803647
histidine,Amino acids,Bacillus sp. URHB0009,negative,0.998855776
histidine,Amino acids,Blastococcus sp. URHD0036,undefined,0.998258093
histidine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999998188
histidine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999998434
histidine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999998
histidine,Amino acids,Burkholderia sp. URHA0054,positive,0.999976487
histidine,Amino acids,Caulobacter sp. URHA0033,positive,0.993904905
histidine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999997283
histidine,Amino acids,Cellulomonas sp. URHE0023,undefined,1
histidine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999958
histidine,Amino acids,Dongia sp. URHE0060,positive,1
histidine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999929
histidine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.999234216
histidine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999986447
histidine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999935887
histidine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.99999987
histidine,Amino acids,Lysobacter sp. URHA0019,undefined,1
histidine,Amino acids,Marmoricola sp. URHB0036,undefined,0.999931299
histidine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999976
histidine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999968
histidine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999993247
histidine,Amino acids,Microbacterium sp. URHA0036,undefined,1
histidine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999916143
histidine,Amino acids,Mycobacterium sp. URHB0044,positive,0.991091627
histidine,Amino acids,Mycobacterium sp. URHD0025,positive,0.991727003
histidine,Amino acids,Nocardioides sp. URHA0020,undefined,0.999936101
histidine,Amino acids,Nocardioides sp. URHA0032,undefined,0.999999258
histidine,Amino acids,Paenibacillus sp. URHA0014,negative,0.999999957
histidine,Amino acids,Pseudomonas sp. URHB0015,positive,0.997546892
histidine,Amino acids,Rhodospirillales bacterium URHD0017,positive,1
histidine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
histidine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999835
histidine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999991814
histidine,Amino acids,Sphingomonas sp. URHD0007,positive,0.999997816
histidine,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999968
histidine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999999573
histidine,Amino acids,Streptomyces sp. URHA0041,positive,0.999657712
histidine,Amino acids,Variovorax sp. URHB0020,positive,0.999999854
homoserine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.998831479
homoserine ,Amino acids,Bacillus sp. URHB0009,negative,0.993834413
homoserine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.992841775
homoserine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999980645
homoserine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999990373
homoserine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999901
homoserine ,Amino acids,Burkholderia sp. URHA0054,positive,0.999728474
homoserine ,Amino acids,Caulobacter sp. URHA0033,positive,0.983855312
homoserine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999971477
homoserine ,Amino acids,Cellulomonas sp. URHE0023,undefined,1
homoserine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999927
homoserine ,Amino acids,Dongia sp. URHE0060,positive,0.999999998
homoserine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999517
homoserine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.996320604
homoserine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999898544
homoserine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999499201
homoserine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999106
homoserine ,Amino acids,Lysobacter sp. URHA0019,undefined,0.999999994
homoserine ,Amino acids,Marmoricola sp. URHB0036,undefined,0.999724332
homoserine ,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999955
homoserine ,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999915
homoserine ,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999922385
homoserine ,Amino acids,Microbacterium sp. URHA0036,undefined,0.999999999
homoserine ,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999323353
homoserine ,Amino acids,Mycobacterium sp. URHB0044,positive,0.976017603
homoserine ,Amino acids,Mycobacterium sp. URHD0025,positive,0.977111603
homoserine ,Amino acids,Nocardioides sp. URHA0020,undefined,0.999766692
homoserine ,Amino acids,Nocardioides sp. URHA0032,undefined,0.999991985
homoserine ,Amino acids,Paenibacillus sp. URHA0014,negative,0.999998736
homoserine ,Amino acids,Pseudomonas sp. URHB0015,positive,0.988550599
homoserine ,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.999999985
homoserine ,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
homoserine ,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999209
homoserine ,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999928536
homoserine ,Amino acids,Sphingomonas sp. URHD0007,positive,0.999997964
homoserine ,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999949
homoserine ,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999995475
homoserine ,Amino acids,Streptomyces sp. URHA0041,positive,0.997829443
homoserine ,Amino acids,Variovorax sp. URHB0020,positive,0.999999433
hypoxanthine,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.834038485
hypoxanthine,Nucleotides,Bacillus sp. URHB0009,negative,0.994266082
hypoxanthine,Nucleotides,Blastococcus sp. URHD0036,undefined,0.938737847
hypoxanthine,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.888739302
hypoxanthine,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.953000536
hypoxanthine,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.640428926
hypoxanthine,Nucleotides,Burkholderia sp. URHA0054,positive,0.998043951
hypoxanthine,Nucleotides,Caulobacter sp. URHA0033,positive,0.968199733
hypoxanthine,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.993962231
hypoxanthine,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.999999534
hypoxanthine,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.99784363
hypoxanthine,Nucleotides,Dongia sp. URHE0060,positive,0.607055207
hypoxanthine,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.999948927
hypoxanthine,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.956574106
hypoxanthine,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.995845023
hypoxanthine,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.996266203
hypoxanthine,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.999253726
hypoxanthine,Nucleotides,Lysobacter sp. URHA0019,undefined,0
hypoxanthine,Nucleotides,Marmoricola sp. URHB0036,undefined,0.924078549
hypoxanthine,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.999860083
hypoxanthine,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.990188759
hypoxanthine,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.899452859
hypoxanthine,Nucleotides,Microbacterium sp. URHA0036,undefined,0.999998581
hypoxanthine,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.884108429
hypoxanthine,Nucleotides,Mycobacterium sp. URHB0044,positive,0.930546428
hypoxanthine,Nucleotides,Mycobacterium sp. URHD0025,positive,0.937749981
hypoxanthine,Nucleotides,Nocardioides sp. URHA0020,undefined,0.939028534
hypoxanthine,Nucleotides,Nocardioides sp. URHA0032,undefined,0.990214432
hypoxanthine,Nucleotides,Paenibacillus sp. URHA0014,negative,0.999882121
hypoxanthine,Nucleotides,Pseudomonas sp. URHB0015,positive,0.992241325
hypoxanthine,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.729403796
hypoxanthine,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.843060525
hypoxanthine,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.978424439
hypoxanthine,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.550502438
hypoxanthine,Nucleotides,Sphingomonas sp. URHD0007,positive,0.993450952
hypoxanthine,Nucleotides,Sphingomonas sp. URHD0057,positive,0
hypoxanthine,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.999990296
hypoxanthine,Nucleotides,Streptomyces sp. URHA0041,positive,0.974667525
hypoxanthine,Nucleotides,Variovorax sp. URHB0020,positive,0.995862697
indole-3-acetic acid,Auxins,Acidobacteriaceae bacterium URHE0068,positive,0
indole-3-acetic acid,Auxins,Bacillus sp. URHB0009,negative,0.888188007
indole-3-acetic acid,Auxins,Blastococcus sp. URHD0036,undefined,0
indole-3-acetic acid,Auxins,Bradyrhizobium sp. URHA0002,positive,0.441291547
indole-3-acetic acid,Auxins,Bradyrhizobium sp. URHA0013,positive,0.645349445
indole-3-acetic acid,Auxins,Bradyrhizobium sp. URHD0069,positive,0.83080139
indole-3-acetic acid,Auxins,Burkholderia sp. URHA0054,positive,0.785506319
indole-3-acetic acid,Auxins,Caulobacter sp. URHA0033,positive,0.665411237
indole-3-acetic acid,Auxins,Cellulomonas sp. URHD0024,undefined,0
indole-3-acetic acid,Auxins,Cellulomonas sp. URHE0023,undefined,0
indole-3-acetic acid,Auxins,Comamonadaceae bacterium URHA0028,positive,0.906832341
indole-3-acetic acid,Auxins,Dongia sp. URHE0060,positive,0.664519825
indole-3-acetic acid,Auxins,Flavobacterium sp. URHB0058,undefined,0.999750926
indole-3-acetic acid,Auxins,Geodermatophilaceae bacterium URHA0031,negative,0
indole-3-acetic acid,Auxins,Geodermatophilaceae bacterium URHB0048,negative,0
indole-3-acetic acid,Auxins,Geodermatophilaceae bacterium URHB0062,negative,0.632245969
indole-3-acetic acid,Auxins,Intrasporangiaceae bacterium URHB0013,undefined,0.867889916
indole-3-acetic acid,Auxins,Lysobacter sp. URHA0019,undefined,0
indole-3-acetic acid,Auxins,Marmoricola sp. URHB0036,undefined,0.453304459
indole-3-acetic acid,Auxins,Mesorhizobium sp. URHA0056,positive,0.883793136
indole-3-acetic acid,Auxins,Mesorhizobium sp. URHB0007,positive,0
indole-3-acetic acid,Auxins,Mesorhizobium sp. URHC0008,positive,0.233909097
indole-3-acetic acid,Auxins,Microbacterium sp. URHA0036,undefined,0
indole-3-acetic acid,Auxins,Micromonosporaceae bacterium URHE0070,negative,0.536970389
indole-3-acetic acid,Auxins,Mycobacterium sp. URHB0044,positive,0
indole-3-acetic acid,Auxins,Mycobacterium sp. URHD0025,positive,0
indole-3-acetic acid,Auxins,Nocardioides sp. URHA0020,undefined,0
indole-3-acetic acid,Auxins,Nocardioides sp. URHA0032,undefined,0
indole-3-acetic acid,Auxins,Paenibacillus sp. URHA0014,negative,0.999698352
indole-3-acetic acid,Auxins,Pseudomonas sp. URHB0015,positive,0.903507677
indole-3-acetic acid,Auxins,Rhodospirillales bacterium URHD0017,positive,0.543361626
indole-3-acetic acid,Auxins,Rhodospirillales bacterium URHD0088,undefined,0.808948727
indole-3-acetic acid,Auxins,Solirubrobacter sp. URHD0082,negative,0
indole-3-acetic acid,Auxins,Solirubrobacterales bacterium URHD0059,negative,0.38197855
indole-3-acetic acid,Auxins,Sphingomonas sp. URHD0007,positive,0
indole-3-acetic acid,Auxins,Sphingomonas sp. URHD0057,positive,0
indole-3-acetic acid,Auxins,Staphylococcus sp. URHA0057,undefined,0.990836513
indole-3-acetic acid,Auxins,Streptomyces sp. URHA0041,positive,0.608499443
indole-3-acetic acid,Auxins,Variovorax sp. URHB0020,positive,0.729747361
inosine ,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.654345254
inosine ,Nucleotides,Bacillus sp. URHB0009,negative,0.997375147
inosine ,Nucleotides,Blastococcus sp. URHD0036,undefined,0.86740928
inosine ,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.713481715
inosine ,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.831207988
inosine ,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.418558499
inosine ,Nucleotides,Burkholderia sp. URHA0054,positive,0.995452753
inosine ,Nucleotides,Caulobacter sp. URHA0033,positive,0.946412098
inosine ,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.967254957
inosine ,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.999955584
inosine ,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.968178189
inosine ,Nucleotides,Dongia sp. URHE0060,positive,0.38747901
inosine ,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.999358375
inosine ,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.89471511
inosine ,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.980466035
inosine ,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.990032076
inosine ,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.992118838
inosine ,Nucleotides,Lysobacter sp. URHA0019,undefined,0
inosine ,Nucleotides,Marmoricola sp. URHB0036,undefined,0.782831027
inosine ,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.995605457
inosine ,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.926900393
inosine ,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.738058175
inosine ,Nucleotides,Microbacterium sp. URHA0036,undefined,0.999950893
inosine ,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.728701672
inosine ,Nucleotides,Mycobacterium sp. URHB0044,positive,0.880371248
inosine ,Nucleotides,Mycobacterium sp. URHD0025,positive,0.894875214
inosine ,Nucleotides,Nocardioides sp. URHA0020,undefined,0.810674616
inosine ,Nucleotides,Nocardioides sp. URHA0032,undefined,0.944184131
inosine ,Nucleotides,Paenibacillus sp. URHA0014,negative,0.999192653
inosine ,Nucleotides,Pseudomonas sp. URHB0015,positive,0.998120119
inosine ,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.50144503
inosine ,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.628128935
inosine ,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.888125881
inosine ,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.347719793
inosine ,Nucleotides,Sphingomonas sp. URHD0007,positive,0.940016189
inosine ,Nucleotides,Sphingomonas sp. URHD0057,positive,0
inosine ,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.999991267
inosine ,Nucleotides,Streptomyces sp. URHA0041,positive,0.936270554
inosine ,Nucleotides,Variovorax sp. URHB0020,positive,0.962759719
isoleucine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999877865
isoleucine ,Amino acids,Bacillus sp. URHB0009,negative,0.999254621
isoleucine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.998795397
isoleucine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999998958
isoleucine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999998954
isoleucine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999999
isoleucine ,Amino acids,Burkholderia sp. URHA0054,positive,0.999986983
isoleucine ,Amino acids,Caulobacter sp. URHA0033,positive,0.995332859
isoleucine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999998506
isoleucine ,Amino acids,Cellulomonas sp. URHE0023,undefined,1
isoleucine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999964
